time_of_build_graph(sec),time_of_algo(sec),#comm,modularity,NMI
3.39519e-313,0.000935,8,0.575339,0.203298
3.39519e-313,0.000879,8,0.570268,0.183931
3.39519e-313,0.000973,8,0.571918,0.21101
3.39519e-313,0.000922,8,0.577141,0.193286
3.39519e-313,0.00089,8,0.601155,0.189565
3.39519e-313,0.001456,8,0.597938,0.222081
3.39519e-313,0.000793,10,0.591484,0.244425
3.39519e-313,0.0009,8,0.588842,0.207277
3.39519e-313,0.000841,10,0.589253,0.243576
3.39519e-313,0.000905,9,0.597254,0.202283
3.39519e-313,0.00088,8,0.603164,0.185639
3.39519e-313,0.000915,9,0.601075,0.224788
3.39519e-313,0.000872,7,0.58512,0.149856
3.39519e-313,0.000755,9,0.586012,0.201296
3.39519e-313,0.00088,8,0.594359,0.181068
3.39519e-313,0.00089,7,0.574036,0.146702
3.39519e-313,0.000914,7,0.571968,0.18883
3.39519e-313,0.00187,8,0.594748,0.183411
3.39519e-313,0.000931,6,0.580824,0.156024
3.39519e-313,0.003303,8,0.590742,0.213215
3.39519e-313,0.000939,8,0.571435,0.181701
3.39519e-313,0.00091,9,0.588709,0.242648
3.39519e-313,0.000793,9,0.590592,0.21664
3.39519e-313,0.001879,8,0.582028,0.201596
3.39519e-313,0.000929,8,0.590302,0.210552
3.39519e-313,0.001438,10,0.589579,0.230678
3.39519e-313,0.000894,10,0.587402,0.246332
3.39519e-313,0.000872,8,0.5792,0.1788
3.39519e-313,0.001797,7,0.587101,0.14897
3.39519e-313,0.000852,6,0.586798,0.159342
3.39519e-313,0.000887,8,0.573332,0.202064
3.39519e-313,0.000856,7,0.596048,0.155249
3.39519e-313,0.000929,9,0.598183,0.20214
3.39519e-313,0.000899,7,0.597814,0.151358
3.39519e-313,0.00087,9,0.597179,0.198474
3.39519e-313,0.001134,9,0.59607,0.225504
3.39519e-313,0.000879,7,0.588876,0.172212
3.39519e-313,0.000843,7,0.580302,0.180364
3.39519e-313,0.001324,10,0.597259,0.250617
3.39519e-313,0.0009,8,0.588545,0.191174
3.39519e-313,0.000856,7,0.589381,0.203954
3.39519e-313,0.000767,10,0.594742,0.236666
3.39519e-313,0.001301,10,0.591797,0.236465
3.39519e-313,0.000905,10,0.605786,0.237569
3.39519e-313,0.000945,10,0.578881,0.229013
3.39519e-313,0.000887,8,0.585944,0.216514
3.39519e-313,0.000881,8,0.578085,0.205303
3.39519e-313,0.000868,8,0.595782,0.174342
3.39519e-313,0.000897,8,0.600793,0.183236
3.39519e-313,0.000888,9,0.594111,0.228466
3.39519e-313,0.000919,9,0.589591,0.208964
3.39519e-313,0.00087,7,0.590184,0.14998
3.39519e-313,0.00139,8,0.582581,0.194001
3.39519e-313,0.000856,9,0.55419,0.207637
3.39519e-313,0.000766,8,0.603274,0.198797
3.39519e-313,0.001116,7,0.576488,0.175339
3.39519e-313,0.000916,8,0.591788,0.226815
3.39519e-313,0.000931,8,0.597414,0.186039
3.39519e-313,0.000848,8,0.578926,0.18971
3.39519e-313,0.00089,9,0.585313,0.221426
3.39519e-313,0.000866,8,0.562835,0.219278
3.39519e-313,0.000907,8,0.57042,0.2107
3.39519e-313,0.000884,9,0.595472,0.225707
3.39519e-313,0.001395,9,0.600364,0.207558
3.39519e-313,0.000954,8,0.577835,0.188536
3.39519e-313,0.000885,8,0.599351,0.1894
3.39519e-313,0.000901,9,0.596675,0.209643
3.39519e-313,0.00087,8,0.581534,0.210156
3.39519e-313,0.000905,8,0.588887,0.197384
3.39519e-313,0.001652,7,0.568663,0.174136
3.39519e-313,0.00091,7,0.563437,0.147543
3.39519e-313,0.000901,8,0.575695,0.201022
3.39519e-313,0.000867,8,0.594598,0.194179
3.39519e-313,0.000942,9,0.60219,0.215145
3.39519e-313,0.000788,9,0.59707,0.2199
3.39519e-313,0.00078,9,0.56465,0.216691
3.39519e-313,0.000779,8,0.586789,0.176581
3.39519e-313,0.000899,7,0.583668,0.152496
3.39519e-313,0.000914,8,0.580548,0.220755
3.39519e-313,0.000882,8,0.593406,0.186293
3.39519e-313,0.001132,8,0.597374,0.201192
3.39519e-313,0.000872,8,0.592504,0.204078
3.39519e-313,0.00115,7,0.582805,0.165525
3.39519e-313,0.000893,9,0.588581,0.224259
3.39519e-313,0.000863,8,0.600824,0.189044
3.39519e-313,0.000861,8,0.593601,0.173877
3.39519e-313,0.001169,9,0.599221,0.215733
3.39519e-313,0.000879,7,0.58514,0.18732
3.39519e-313,0.000862,8,0.590223,0.190015
3.39519e-313,0.000896,8,0.588983,0.18221
3.39519e-313,0.000918,8,0.571004,0.190582
3.39519e-313,0.001432,9,0.582273,0.224366
3.39519e-313,0.001323,9,0.582074,0.22125
3.39519e-313,0.000866,8,0.592409,0.186744
3.39519e-313,0.001215,8,0.603274,0.198797
3.39519e-313,0.00091,7,0.581601,0.16442
3.39519e-313,0.000928,7,0.582704,0.15647
3.39519e-313,0.001029,9,0.589409,0.194948
3.39519e-313,0.000904,8,0.58821,0.202309
3.39519e-313,0.000793,8,0.593576,0.199756
3.39519e-313,0.001013,8,0.572175,0.176659
3.39519e-313,0.00089,9,0.591358,0.210617
3.39519e-313,0.000909,8,0.560943,0.208283
3.39519e-313,0.001104,8,0.59905,0.195455
3.39519e-313,0.000864,8,0.593164,0.20291
3.39519e-313,0.001151,8,0.574849,0.211424
3.39519e-313,0.001809,8,0.603103,0.189776
3.39519e-313,0.000892,8,0.5658,0.22273
3.39519e-313,0.000903,9,0.591635,0.227033
3.39519e-313,0.001736,8,0.571648,0.201269
3.39519e-313,0.000885,9,0.586645,0.211695
3.39519e-313,0.001641,9,0.587483,0.209122
3.39519e-313,0.000845,8,0.594172,0.165961
3.39519e-313,0.00085,8,0.591894,0.221183
3.39519e-313,0.002179,8,0.587309,0.191327
3.39519e-313,0.001324,10,0.584189,0.236682
3.39519e-313,0.000847,8,0.604519,0.191023
3.39519e-313,0.000847,9,0.585784,0.202534
3.39519e-313,0.000917,8,0.581462,0.211601
